Rank	Pert_id	Drug	rRGES	moa
3774	BRD-K47780086	penciclovir	-0.3962929002443037	DNA inhibitor
3775	BRD-K79983625	DC-45-A2	-0.3962917543354387	-
3776	BRD-K52678950	BRD-K52678950	-0.396285650052104	-
3777	BRD-K42125900	docetaxel	-0.39624558617901445	Tubulin inhibitor
3778	BRD-A66563878	medetomidine	-0.39623559127148983	Adrenergic receptor agonist
3779	BRD-K09716788	BRD-K09716788	-0.3962147663036007	-
3780	BRD-K03406345	azacitidine	-0.3962120476882873	DNA inhibitor
3781	BRD-K14821540	FCCP	-0.3962068727941837	-
3782	BRD-A99218607	BRD-A99218607	-0.3961925386891784	-
3783	BRD-A16934955	nalbuphine	-0.3961441130014446	Opioid receptor agonist|Opioid receptor antagonist
3784	BRD-A43885598	BRD-A43885598	-0.39614112340685137	-
3785	BRD-K59946561	BRD-K59946561	-0.3961380816035318	-
3786	BRD-K03015355	forskolin	-0.39613575204272605	Adenylyl cyclase activator
3787	BRD-K42681396	BRD-K42681396	-0.39602114333950894	-
3788	BRD-K88358234	xaliproden	-0.3959913331735036	Serotonin receptor agonist
3789	BRD-K54316499	tolterodine	-0.39597692646830634	Acetylcholine receptor antagonist
3790	BRD-A63998256	helveticoside	-0.39592497852906666	Na/K-ATPase inhibitor
3791	BRD-A93975555	BRD-A93975555	-0.39591451859981064	-
3792	BRD-K60895275	BRD-K60895275	-0.39586371296021555	-
3793	BRD-K28806945	L-750667	-0.39581669242057466	-
3794	BRD-K28215800	BRD-K28215800	-0.3957399465407883	-
3795	BRD-K78206606	BRD-K78206606	-0.3957119302635753	-
3796	BRD-K95337198	BRD-K95337198	-0.39566265412475843	-
3797	BRD-K50841342	PAC-1	-0.39562767794207326	-
3798	BRD-K45252063	clofibrate	-0.3956070056040041	PPAR receptor agonist
3799	BRD-A09722536	cyclophosphamide	-0.3955805944037568	DNA alkylating agent
3800	BRD-K56855930	BRD-K56855930	-0.3955724373785789	-
3801	BRD-K78167523	BRD-K78167523	-0.39552375375727	-
3802	BRD-K18905250	ST-91	-0.3955134064914802	-
3803	BRD-K10177585	PSB-11	-0.39549431499863696	-
3804	BRD-K67298865	SB-431542	-0.39541717050729736	-
3805	BRD-A10969569	ambelline	-0.39540547379980556	Plant alkaloid
3806	BRD-K74596421	BRD-K74596421	-0.3953715865134767	-
3807	BRD-K03176945	BRD-K03176945	-0.3953439279330501	-
3808	BRD-K72541103	JAK3-inhibitor-I	-0.3953334799998925	-
3809	BRD-K26300881	KU-C103867	-0.3953119618858941	-
3810	BRD-K17915279	JAS07-004	-0.39528145089572325	-
3811	BRD-K11163873	phenanthridone	-0.3952781478854114	PARP inhibitor
3812	BRD-K10405667	BRD-K10405667	-0.39526436825492833	-
3813	BRD-K57592392	BRD-K57592392	-0.39523858763514963	-
3814	BRD-K35716340	BRD-K35716340	-0.39518332946299484	-
3815	BRD-K97936712	BRD-K97936712	-0.39513281993942684	-
3816	BRD-A83855350	naltrexone	-0.39509705675243384	Opioid receptor antagonist
3817	BRD-K09186736	BRD-K09186736	-0.39508299728858776	-
3818	BRD-K16336526	capsaicin	-0.3950599239535551	TRPV agonist
3819	BRD-A77467113	EMF-sumo1-11	-0.3950042767271883	-
3820	BRD-A96882008	L-732138	-0.39498877060824933	-
3821	BRD-A89907244	BRD-A89907244	-0.3949877773016378	-
3822	BRD-A92651262	nalbuphine	-0.3949675973809844	Opioid receptor agonist|Opioid receptor antagonist
3823	BRD-A78295502	hydroquinine	-0.3949228984542716	Antiarrhythmic
3824	BRD-K05464208	JX-401	-0.39483996935827725	-
3825	BRD-K35858371	BRD-K35858371	-0.3948210437000495	-
3826	BRD-K80094086	BRD-K80094086	-0.3948113417067968	-
3827	BRD-K06159959	CCMQ	-0.39480401068839827	-
3828	BRD-K31491153	1-phenylbiguanide	-0.3947465376848305	Serotonin receptor agonist
3829	BRD-U44700465	HG-5-88-01	-0.39473128534608143	-
3830	BRD-K16798053	ST-4029573	-0.3947217002730404	-
3831	BRD-K46836114	BRD-K46836114	-0.39471382060750826	-
3832	BRD-A98702003	carbenoxolone	-0.3946887597041789	11-beta-HSD1 inhibitor
3833	BRD-K76293260	BRD-K76293260	-0.39468638412001095	-
3834	BRD-K46419649	U0126	-0.39464526296709307	-
3835	BRD-K98219271	BRD-K98219271	-0.3945938879643693	-
3836	BRD-K79905821	gabazine	-0.3945923401462459	GABA receptor antagonist
3837	BRD-K67506692	tyrphostin-AG-126	-0.39454787958426923	-
3838	BRD-K63181962	BRD-K63181962	-0.39454285800960515	-
3839	BRD-K55677650	CO-101244	-0.3945425612488754	-
3840	BRD-K99475920	BRD-K99475920	-0.3944972328673732	-
3841	BRD-K30097969	pitavastatin	-0.39449551517076203	HMGCR inhibitor
3842	BRD-K06180729	DM-163	-0.3944603095468542	-
3843	BRD-K94173926	I-505056	-0.39443980561262443	-
3844	BRD-K35687265	ON-01910	-0.3944367561997079	-
3845	BRD-K24102129	BRD-K24102129	-0.39440025125734546	-
3846	BRD-K65242613	BRD-K65242613	-0.39439075652267835	-
3847	BRD-A31800922	procyclidine	-0.3943726521613509	Acetylcholine receptor antagonist
3848	BRD-K93788137	PF-431396	-0.3943121581177183	-
3849	BRD-A62035778	scopolamine	-0.3943085349398719	Acetylcholine receptor antagonist
3850	BRD-K78838262	austricine	-0.39423256811923746	Hypolipidemic
3851	BRD-K33116223	BRD-K33116223	-0.39421491400098124	-
3852	BRD-K93331292	BRD-K93331292	-0.39418592867706975	-
3853	BRD-K17023947	KU-C104254	-0.3941769815481817	-
3854	BRD-K10207760	lasalocid	-0.3941464816299729	Bacterial permeability inducer
3855	BRD-A96272097	BRD-A96272097	-0.39412667762323056	-
3856	BRD-K92492521	LY-255283	-0.394112512206147	-
3857	BRD-A27143604	DPN	-0.39408278997951635	Estrogen receptor agonist
3858	BRD-A10330754	BRD-A10330754	-0.3940329631502016	-
3859	BRD-A99411506	esculin	-0.3939663882625119	Antioxidant
3860	BRD-K15567136	papaverine	-0.393957810519956	Phosphodiesterase inhibitor
3861	BRD-K72787121	BRD-K72787121	-0.39395376265470494	-
3862	BRD-K07117950	imperatorin	-0.3939213193184587	CDK inhibitor
3863	BRD-K25186396	tangeritin	-0.39391255814841114	Cell cycle inhibitor
3864	BRD-A61392169	eliprodil	-0.3939080436321861	Glutamate receptor antagonist
3865	BRD-K37057377	KU-C104545N	-0.39388651039305356	-
3866	BRD-A43082555	loxoprofen	-0.39386251075573336	Cyclooxygenase inhibitor|Prostanoid receptor antagonist
3867	BRD-K18970629	BRD-K18970629	-0.3938531253204229	-
3868	BRD-K75308990	BRD-K75308990	-0.39371091762699556	-
3869	BRD-K51731619	BRD-K51731619	-0.39366603477480644	-
3870	BRD-K67798612	BRD-K67798612	-0.3936658357019325	-
3871	BRD-K49669041	BX-912	-0.3936360250300709	-
3872	BRD-K11147885	BRD-K11147885	-0.3935831978149306	-
3873	BRD-K31260488	BRD-K31260488	-0.3935766953702091	-
3874	BRD-A68888262	azelastine	-0.3934637062909612	Histamine receptor antagonist
3875	BRD-A84189516	baccatin-III	-0.3934486701768975	-
3876	BRD-K38690464	BRD-K38690464	-0.3934288829903956	-
3877	BRD-K47983010	BX-795	-0.39342760036874797	-
3878	BRD-K96471533	nitazoxanide	-0.3934132400920489	Antiprotozoal
3879	BRD-K90382497	GW-843682X	-0.3934010860017936	-
3880	BRD-A99449986	MT-21	-0.39335847728405493	-
3881	BRD-K50505048	MW-RAS9	-0.3933535852412974	-
3882	BRD-K71172276	BRD-K71172276	-0.3933492723982586	-
3883	BRD-K92678294	irilin-a	-0.3933472315088112	Isoflavone
3884	BRD-K32795028	1-benzylimidazole	-0.39332729523781973	Thromboxane synthase inhibitor
3885	BRD-K19196783	BRD-K19196783	-0.3932774612575653	-
3886	BRD-K81473043	tanespimycin	-0.39316394972690527	HSP inhibitor
3887	BRD-K57238941	BRD-K57238941	-0.39314275867289844	-
3888	BRD-K44417704	BRD-K44417704	-0.3931286285543096	-
3889	BRD-K44276885	acarbose	-0.39309745717899996	Glucosidase inhibitor
3890	BRD-A85712510	BRD-A85712510	-0.3930531856763775	-
3891	BRD-U32049204	BRD-U32049204	-0.39303761452756336	-
3892	BRD-K04196797	oxcarbazepine	-0.39298260160440984	Sodium channel inhibitor
3893	BRD-A17819071	gedunin	-0.3929722100551098	HSP inhibitor
3894	BRD-A52650764	ingenol	-0.3928850424673493	PKC activator
3895	BRD-K19499941	BRD-K19499941	-0.39286551091839245	-
3896	BRD-K79437791	acetyl-farnesyl-cysteine	-0.3928635602388684	-
3897	BRD-K07736136	VX-702	-0.3927574189674829	-
3898	BRD-K14749055	BRD-K14749055	-0.39266900255151804	-
3899	BRD-K09485525	GANT-61	-0.3926623966060224	-
3900	BRD-K01649396	indatraline	-0.3926322083658507	Norepinephrine inhibitor
3901	BRD-K76703230	YM-155	-0.39260433458916777	-
3902	BRD-K09138889	KU-C104131	-0.392572537492808	-
3903	BRD-K37516142	idebenone	-0.3925378494118278	Calcium channel blocker
3904	BRD-K77171813	proxyfan	-0.3924581813033919	Histamine receptor antagonist
3905	BRD-K17025677	BRD-K17025677	-0.3924087614757236	-
3906	BRD-K93433262	alfacalcidol	-0.3923895362976452	Vitamin D receptor agonist
3907	BRD-K08995965	BRD-K08995965	-0.3923795507392139	-
3908	BRD-K59429476	PSH-021	-0.3923618148369919	-
3909	BRD-K75040614	BRD-K75040614	-0.3923492961214866	-
3910	BRD-K04534322	BRD-K04534322	-0.39227083485345504	-
3911	BRD-K64099269	BRD-K64099269	-0.39226129032407847	-
3912	BRD-K12105018	BRD-K12105018	-0.3922440098938904	-
3913	BRD-K77908580	entinostat	-0.3921926758997242	HDAC inhibitor
3914	BRD-K98025142	BRD-K98025142	-0.39215723527100615	-
3915	BRD-K50938786	ropivacaine	-0.39211563621491735	Sodium channel inhibitor
3916	BRD-K66707493	lawsone	-0.392101139416472	Coloring agent
3917	BRD-A29901043	KIN001-127	-0.3920871422881898	-
3918	BRD-K96083840	BRD-K96083840	-0.3920626626266693	-
3919	BRD-K24564544	AT-CSC-07	-0.3920404040944301	-
3920	BRD-A32349859	methyl-angolensate	-0.3920140894160726	Apoptosis inhibitor
3921	BRD-K23342641	BRD-K23342641	-0.3919929043869021	-
3922	BRD-K66818636	lomifylline	-0.3919919711025863	-
3923	BRD-K91601245	mercaptopurine	-0.3919420440733248	Immunosuppressant|Protein synthesis inhibitor|Purine antagonist
3924	BRD-K98404142	BRD-K98404142	-0.39189035977416614	-
3925	BRD-K44876623	zolpidem	-0.39186255631623634	Benzodiazepine receptor agonist
3926	BRD-K30707190	PNU-74654	-0.39183031141099345	-
3927	BRD-A80960055	celastrol	-0.3918184202041067	Anti-inflammatory|Antioxidant|HSP inhibitor|NFKB inhibitor|Topoisomerase inhibitor
3928	BRD-K61923775	PSH-003	-0.39179856016296505	-
3929	BRD-K95785537	PP-2	-0.39168036389275307	-
3930	BRD-K55473186	YL-61	-0.39163873110643477	-
3931	BRD-K13872703	BRD-K13872703	-0.3916375803126264	-
3932	BRD-A49734948	foliosidine	-0.39158446995451685	Plant alkaloid
3933	BRD-A12633378	BRD-A12633378	-0.3915742001046506	-
3934	BRD-K74949371	BRD-K74949371	-0.39153545628922654	-
3935	BRD-K56983253	BRD-K56983253	-0.39153135289610397	-
3936	BRD-K57104759	BRD-K57104759	-0.39152381147842075	-
3937	BRD-A65440446	cimaterol	-0.39144138717881277	Adrenergic receptor agonist
3938	BRD-K05153001	BRD-K05153001	-0.39142891823694426	-
3939	BRD-K97666802	PSH-022	-0.39142299689121546	-
3940	BRD-A22783572	vinblastine	-0.39136928391796133	Microtubule inhibitor
3941	BRD-K29178788	dictamnine	-0.39136577996199357	Furoquinoline alkaloid
3942	BRD-A79803969	memantine	-0.39127814412964623	Glutamate receptor antagonist
3943	BRD-K55748775	SCH-28080	-0.39124957257118187	-
3944	BRD-K58628167	BRD-K58628167	-0.3912427500617514	-
3945	BRD-K13261168	LY-16350	-0.3911879878147126	-
3946	BRD-K05870596	XMD-1499	-0.3911741624084746	-
3947	BRD-A51929314	BRD-A51929314	-0.39115497199402266	-
3948	BRD-K61341215	vecuronium	-0.39112078687406765	Acetylcholine receptor antagonist
3949	BRD-K00088062	cyanoquinoline-11	-0.3911033810270769	Kinase inhibitor
3950	BRD-K40300908	BRD-K40300908	-0.39103391531095477	-
3951	BRD-K60067222	BRD-K60067222	-0.3909735886084825	-
3952	BRD-K84663978	trequinsin	-0.39093737460172934	Phosphodiesterase inhibitor
3953	BRD-K87737963	CYT387	-0.3908607537605148	-
3954	BRD-K87964538	BRD-K87964538	-0.3908545046621316	-
3955	BRD-K26233379	BRD-K26233379	-0.39077118331559524	-
3956	BRD-K18757346	U-46619	-0.390704831251859	-
3957	BRD-K04623885	BIBR-1532	-0.39065724537183105	-
3958	BRD-K62289640	lylamine	-0.39061644343390717	Cannabinoid receptor agonist
3959	BRD-K60932973	BRD-K60932973	-0.39061384126956883	-
3960	BRD-K79145749	dibenzepin	-0.39057055017866427	Norepinephrine inhibitor
3961	BRD-A63043573	cabergoline	-0.39052604599671176	Dopamine receptor agonist
3962	BRD-K14880289	GW-501516	-0.3905141618873642	-
3963	BRD-K92742972	BRD-K92742972	-0.39051119971598797	-
3964	BRD-A39599596	BRD-A39599596	-0.390508169168288	-
3965	BRD-K22878149	SB-205607	-0.39049530309758834	-
3966	BRD-K06014311	DH-97	-0.39045382156613184	-
3967	BRD-A58955223	sulforaphane	-0.3904321833470246	Carcinogen|Aryl hydrocarbon receptor antagonist
3968	BRD-A23072235	pheniramine	-0.3904187131417487	Histamine receptor antagonist
3969	BRD-K92577649	GBR-13069	-0.3904013132060363	-
3970	BRD-A86792397	BRD-A86792397	-0.3903241926859173	-
3971	BRD-A13964793	BRD-A13964793	-0.3902929515522166	-
3972	BRD-K66029294	KU-C104126N	-0.39029059462739396	-
3973	BRD-K50140147	NVP-TAE684	-0.39026769734223055	-
3974	BRD-A73929928	BRD-A73929928	-0.3902186991665752	-
3975	BRD-K85030058	benactyzine	-0.39021587071806624	Butyrylcholinesterase inhibitor
3976	BRD-K53281329	SYK-inhibitor	-0.39013591620425925	-
3977	BRD-K02458594	KU-C103869	-0.39010465704422587	-
3978	BRD-K93623754	BRD-K93623754	-0.3900890435234917	-
3979	BRD-K90430314	BRD-K90430314	-0.3900869571535255	-
3980	BRD-K53592093	BRD-K53592093	-0.3900624340000882	-
3981	BRD-K58247702	BRD-K58247702	-0.39001698928797784	-
3982	BRD-K42260897	ezetimibe	-0.38997281670555956	Cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist
3983	BRD-K00944562	BRD-K00944562	-0.38995422116607137	-
3984	BRD-K95037415	BRD-K95037415	-0.3899539675215958	-
3985	BRD-K25320246	KU-C104248	-0.3899131693451627	-
3986	BRD-K53790871	triamcinolone	-0.38987328597575593	Glucocorticoid receptor agonist|Immunosuppressant
3987	BRD-K71489689	BRD-K71489689	-0.3898572443495037	-
3988	BRD-K28180706	BRD-K28180706	-0.3898328238443241	-
3989	BRD-K61105081	BRD-K61105081	-0.3897845625186203	-
3990	BRD-K79414420	BRD-K79414420	-0.3897791956297979	-
3991	BRD-K80639402	SB-258585	-0.3896943682488694	-
3992	BRD-K24665987	BRD-K24665987	-0.3896512386106102	-
3993	BRD-K29113274	ketoconazole	-0.38960531041260205	Sterol demethylase inhibitor
3994	BRD-K85518562	cilastatin	-0.38957997263658134	Dehydropeptidase inhibitor
3995	BRD-K67118123	BRD-K67118123	-0.38948698844332014	-
3996	BRD-A55594068	vinblastine	-0.3893695878640706	Microtubule inhibitor
3997	BRD-A22769835	homochlorcyclizine	-0.3893581729983353	Antihistamine
3998	BRD-A81530502	BRD-A81530502	-0.38931529365678247	-
3999	BRD-A12560204	nitrendipine	-0.3893031458733631	Calcium channel blocker
4000	BRD-A59145032	BRD-A59145032	-0.38929098644263	-
4001	BRD-K93258693	GW-9662	-0.38926079540108516	-
4002	BRD-A52886023	antimycin-a	-0.3892602413896416	ATP synthase inhibitor
4003	BRD-K52512893	SC-19220	-0.3892554577850295	-
4004	BRD-K71380401	BRD-K71380401	-0.38923861695136763	-
4005	BRD-A31195449	TCB2	-0.38922294135421937	-
4006	BRD-K02715688	hydrastine	-0.3892050580598524	Tyrosine hydroxylase inhibitor
4007	BRD-A87387433	cefpodoxime	-0.38920140833265	-
4008	BRD-K07237224	moclobemide	-0.3891347044441375	Monoamine oxidase inhibitor
4009	BRD-K89210380	biotin	-0.38903639733025086	Vitamin B
4010	BRD-K51465424	ritodrine	-0.3889897896020302	Adrenergic receptor agonist
4011	BRD-K64634304	tretinoin	-0.38895605404751066	Retinoid receptor agonist|Retinoid receptor ligand
4012	BRD-K20986251	lithocholic-acid	-0.38895085718888955	-
4013	BRD-K33204703	AG-370	-0.388941775889397	-
4014	BRD-K38615104	A-443644	-0.3888859019364383	-
4015	BRD-K10870738	CDC	-0.38888105184815447	-
4016	BRD-K92758126	gibberellic-acid	-0.3888646966913054	-
4017	BRD-A89337244	PD-102807	-0.388855882631581	-
4018	BRD-A97035593	BRD-A97035593	-0.38884671520006936	-
4019	BRD-A68930007	ouabain	-0.38884649019128603	ATPase inhibitor
4020	BRD-K28168037	fenretinide	-0.38880238678569157	Retinoid receptor agonist
4021	BRD-K04170657	psoromic-acid	-0.38880134876316724	Ras GTPase inhibitor
4022	BRD-K66412701	pazufloxacin	-0.38879986520926185	Bacterial DNA Gyrase inhibitor
4023	BRD-K37618507	BRD-K37618507	-0.3887898921895758	-
4024	BRD-A29289453	PCA-4248	-0.3887829245275264	-
4025	BRD-K52695588	BRD-K52695588	-0.38870253708188407	-
4026	BRD-K44494044	BRD-K44494044	-0.38869170480284154	-
4027	BRD-K65741250	PSH-028	-0.3886444268790868	-
4028	BRD-K43149758	myricetin	-0.38863508920390316	Androgen receptor agonist|Cytochrome P450 inhibitor
4029	BRD-K60174629	z-prolyl-prolinal	-0.3886349035538771	-
4030	BRD-A11483079	dihydroobliquin	-0.38857251042239555	-
4031	BRD-K93060291	TL-HRAS-24	-0.38856992930734097	-
4032	BRD-A07824748	flavanone	-0.38849064120054	11-beta-HSD1 inhibitor
4033	BRD-K90667125	BRD-K90667125	-0.38847506801589105	-
4034	BRD-A68820570	BRD-A68820570	-0.3884655065297004	-
4035	BRD-K29198371	JAS07-003	-0.38838346424031855	-
4036	BRD-K77480336	BRD-K77480336	-0.3883614834124814	-
4037	BRD-K87158025	benzamil	-0.3883369226539071	Sodium channel blocker
4038	BRD-A70879086	BRD-A70879086	-0.3883272075406162	-
4039	BRD-K54330070	SB-202190	-0.3882726177546306	-
4040	BRD-K10843433	phenylbutazone	-0.3882566711388033	Cyclooxygenase inhibitor|Prostanoid receptor antagonist
4041	BRD-A23637604	oxymetholone	-0.3882451493125778	Androgen receptor agonist
4042	BRD-K63157263	BRD-K63157263	-0.3882416494899855	-
4043	BRD-K49519092	immethridine	-0.3882288214655398	Histamine receptor agonist
4044	BRD-K17868609	BRL-54443	-0.38820961032107304	-
4045	BRD-K62019540	BRD-K62019540	-0.38819950586541124	-
4046	BRD-A87479750	tenidap	-0.38816154349039694	Cyclooxygenase inhibitor
4047	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	-0.38812841790987196	-
4048	BRD-K67102207	phenylbutyrate	-0.38804897852843057	HDAC inhibitor
4049	BRD-K47448802	BRD-K47448802	-0.3880424300629314	-
4050	BRD-K24468827	BRD-K24468827	-0.3880317289854562	-
4051	BRD-K54997624	Alpelisib	-0.3880031263587271	PI3K inhibitor
4052	BRD-A45657137	BRD-A45657137	-0.38793679373936424	-
4053	BRD-K51443908	KU-C104486	-0.38792816866099145	-
4054	BRD-A84134924	pancuronium	-0.3878585176367182	Acetylcholine receptor antagonist
4055	BRD-K83153774	mirtazapine	-0.3878436347926839	Adrenergic receptor antagonist|Serotonin receptor antagonist
4056	BRD-K02562327	BRD-K02562327	-0.3877744682713677	-
4057	BRD-A96485169	EBPC	-0.38776432390425125	-
4058	BRD-K76908866	CP-724714	-0.38771463280165014	-
4059	BRD-K17628612	BRD-K17628612	-0.38767476092585196	-
4060	BRD-K15891719	tenofovir	-0.38764515419243833	Reverse transcriptase inhibitor|HIV inhibitor
4061	BRD-K71917235	BRD-K71917235	-0.3876296696213752	-
4062	BRD-K93541117	BRD-K93541117	-0.3875916741780934	-
4063	BRD-A23226398	estradiol	-0.38757655495703036	Estrogen receptor agonist
4064	BRD-K74710236	VU-0410183-2	-0.38756065717492083	-
4065	BRD-K33425534	exemestane	-0.38751396882526445	Aromatase inhibitor
4066	BRD-A10903566	imiloxan	-0.3874791343699865	Adrenergic receptor antagonist
4067	BRD-K51095933	estropipate	-0.3874102643647216	Estrogen receptor agonist
4068	BRD-K37846922	3,3'-diindolylmethane	-0.38731872803369616	-
4069	BRD-U29336476	XMD-16144	-0.387298781319943	-
4070	BRD-K36258877	AZ-10417808	-0.38728868449526044	-
4071	BRD-A09984573	BRD-A09984573	-0.38727394729510267	-
4072	BRD-K53732802	VU-0365118-1	-0.3872395420779242	-
4073	BRD-K73589401	corticosterone	-0.3871749055741791	-
4074	BRD-A95820578	BRD-A95820578	-0.38715383444072465	-
4075	BRD-K70549064	staurosporine	-0.3871057871859398	PKC inhibitor
4076	BRD-K17415526	tyrphostin-AG-835	-0.38698734272184265	-
4077	BRD-A77722753	hydralazine	-0.38698109847526996	-
4078	BRD-K98575502	BRD-K98575502	-0.3869415805583454	-
4079	BRD-K76021727	BRD-K76021727	-0.38690300536415684	-
4080	BRD-K50532160	BRD-K50532160	-0.3868221638173629	-
4081	BRD-K88679075	methandriol	-0.3868167197151183	Androgen receptor antagonist
4082	BRD-K62719675	BRD-K62719675	-0.3868102087103874	-
4083	BRD-A25337146	AT-SUMO-1	-0.38672096620509755	-
4084	BRD-A49447682	desoximetasone	-0.38667734337711857	-
4085	BRD-K07790824	BRD-K07790824	-0.3866480808585883	-
4086	BRD-K19166598	BRD-K19166598	-0.38663589948643096	-
4087	BRD-K24496482	SB590885	-0.38661378410036	-
4088	BRD-K54142781	cirazoline	-0.38660530048439556	Adrenergic receptor agonist
4089	BRD-K65331431	retinyl	-0.38659111360010645	Vitamin analog
4090	BRD-K96740444	itopride	-0.38654314093723147	Dopamine receptor antagonist
4091	BRD-K16485616	mocetinostat	-0.38653737209803013	HDAC inhibitor
4092	BRD-U64521890	SCHEMBL16065773	-0.38652713586432474	-
4093	BRD-K21773564	BRD-K21773564	-0.3863868165046963	-
4094	BRD-K89563433	BRD-K89563433	-0.38611930715199383	-
4095	BRD-A62057054	MDL-11939	-0.3860705785271798	-
4096	BRD-K13580623	BRD-K13580623	-0.386024777844589	-
4097	BRD-K07872006	BRD-K07872006	-0.3860193101789646	-
4098	BRD-K48036219	BRD-K48036219	-0.3860190841554292	-
4099	BRD-K02986291	BRD-K02986291	-0.3860167888985329	-
4100	BRD-K71140693	BRD-K71140693	-0.38589949715157207	-
4101	BRD-K87547250	KU-C104218	-0.38581750909412704	-
4102	BRD-K77547509	BRD-K77547509	-0.38575279676162894	-
4103	BRD-K10467831	tibolone	-0.38573412296353576	Progesterone receptor agonist
4104	BRD-K03449891	foretinib	-0.38565502419534897	VEGFR inhibitor
4105	BRD-K27290412	BRD-K27290412	-0.38563221685916643	-
4106	BRD-K43637719	KU-C104141	-0.3855980064359122	-
4107	BRD-K78062244	BRD-K78062244	-0.3855888292814188	-
4108	BRD-K07507905	BRL-37344	-0.3855885795844108	-
4109	BRD-K74606027	BRD-K74606027	-0.3855822960123556	-
4110	BRD-K60690191	MPEP	-0.385569602084295	-
4111	BRD-K05653692	DL-PDMP	-0.3855148028361076	-
4112	BRD-K66538826	amuvatinib	-0.38551249896319933	FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
4113	BRD-K14355517	BRD-K14355517	-0.38548183703733613	-
4114	BRD-K30836161	BRD-K30836161	-0.3854732258278559	-
4115	BRD-K61359235	BRD-K61359235	-0.38542308117686497	-
4116	BRD-K50387473	XMD-892	-0.38541410150497596	-
4117	BRD-A56892734	esomeprazole	-0.38536196470278505	Proton pump inhibitor
4118	BRD-K01333970	BRD-K01333970	-0.3853103500081228	-
4119	BRD-K40956802	SD-6-035-A8	-0.38530593643978606	-
4120	BRD-K05861053	BRD-K05861053	-0.3852324752158145	-
4121	BRD-K56593336	BRD-K56593336	-0.3852251941701631	-
4122	BRD-K52751261	TAK-715	-0.3851838308194137	-
4123	BRD-K58033748	BRD-K58033748	-0.38518166512149565	-
4124	BRD-A32241587	BRD-A32241587	-0.3851603756846455	-
4125	BRD-K20285085	fostamatinib	-0.3851224222182817	Syk inhibitor
4126	BRD-K74271701	BRD-K74271701	-0.3850611918042308	-
4127	BRD-A51410489	yohimbine	-0.3850370988956469	Adrenergic receptor antagonist
4128	BRD-K99017327	BRD-K99017327	-0.3849478865189069	-
4129	BRD-A29082194	gitoxigenin	-0.3849450045883246	Na/K-ATPase inhibitor
4130	BRD-K35046132	BRD-K35046132	-0.38494477044948283	-
4131	BRD-K68588778	BRD-K68588778	-0.3849046430023825	-
4132	BRD-K14807180	SB-221284	-0.38488035982282026	-
4133	BRD-A11706664	triciribine	-0.38483641141620156	Akt inhibitor
4134	BRD-K51066026	aminoindazole	-0.38482964407473574	Ionophore
4135	BRD-K69795440	BRD-K69795440	-0.3848036779091065	-
4136	BRD-K14236372	BRD-K14236372	-0.38479827882467144	-
4137	BRD-K66909449	BRD-K66909449	-0.3847775035806092	-
4138	BRD-K42644990	BRD-K42644990	-0.3847712333138124	-
4139	BRD-K13604076	BRD-K13604076	-0.38469464278832277	-
4140	BRD-K10961822	latanoprost	-0.38462941014368907	Prostanoid receptor agonist
4141	BRD-K47192521	icosapent	-0.3846083286829613	Platelet aggregation inhibitor
4142	BRD-K08417745	SID-26681509	-0.3845462438807176	-
4143	BRD-K76772814	BRD-K76772814	-0.38449772328394216	-
4144	BRD-K33045404	BRD-K33045404	-0.3844908866900504	-
4145	BRD-A62025033	temsirolimus	-0.38445252086856374	MTOR inhibitor
4146	BRD-K84266862	BRL-50481	-0.3844503981946471	-
4147	BRD-K02313433	BRD-K02313433	-0.3844217870529915	-
4148	BRD-K42834456	ST-012015	-0.38438502103727257	-
4149	BRD-K65404805	BRD-K65404805	-0.38433451575545385	-
4150	BRD-K44084986	Y-27632	-0.3843272478088165	-
4151	BRD-K72817452	BRD-K72817452	-0.38432433818301326	-
4152	BRD-M47937986	cefatrizine	-0.38431831736611066	Bacterial cell wall synthesis inhibitor
4153	BRD-K33159591	BRD-K33159591	-0.3842509353260688	-
4154	BRD-K07265709	razoxane	-0.38423266581201865	Chelating agent|Topoisomerase inhibitor
4155	BRD-A32440707	BRD-A32440707	-0.3842169853557714	-
4156	BRD-K57732441	BRD-K57732441	-0.38418957006385956	-
4157	BRD-K89009594	BRD-K89009594	-0.3841401403404073	-
4158	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	-0.38412553346332695	-
4159	BRD-K36038115	BRD-K36038115	-0.38412170600193446	-
4160	BRD-K53011428	BRD-K53011428	-0.38410032155361645	-
4161	BRD-K05104363	PD-184352	-0.3840571681692934	-
4162	BRD-K68007270	BRD-K68007270	-0.38405423399533856	-
4163	BRD-K91028164	BRD-K91028164	-0.3839717361206894	-
4164	BRD-K14681867	somatostatin	-0.3838506271329073	Somatostatin receptor agonist
4165	BRD-K93155496	BRD-K93155496	-0.38384269994578774	-
4166	BRD-K58618158	BRD-K58618158	-0.38383663335185325	-
4167	BRD-K73951926	BRD-K73951926	-0.3838015476093625	-
4168	BRD-K16046246	BRD-K16046246	-0.38375690172579263	-
4169	BRD-A18202423	CPCCOEt	-0.38374684164099404	-
